canonical_identity	entry_format_version	entry_id	inclusion_source_ids	inclusion_sources	inclusion_status	limitations	original_identifier	rejection_reason	resistance_axes	resolution_status	role_annotation	universe_type
symbol:MC1R|entrez:4157	v0.5.0	tue_f3fae9452c50040ada79ae6186538cde8696a50ae4599a54c5953a722120f5d8	"[""tus_e8f7dd12e9b59cfb05a570d65aeb614a99c8ff864dd80c2328b8c232887352d7""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000258839""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MC1R		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MDM2|entrez:4193	v0.5.0	tue_a0120c163cdf3f9724e7599bbc23c367e84ec4051f37dcf5538d668192733299	"[""tus_351f0c09f25a84b383135938a18af1f22064c9381d751f80eb7575d8f8ad6e4c""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000135679""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MDM2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MDM4|entrez:4194	v0.5.0	tue_4dc15b85db55d5ed07a378ee074e86981ff45eda1e5f33b9024b9a89d6f2aa27	"[""tus_2d0fe2bf2cab4cbd869db571071b81b3591ba2c32f637a228f755e2a300053d1""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000198625""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MDM4		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MECOM|entrez:2122	v0.5.0	tue_9e51de2827fd619394fb3315580140d93c2dbd564f758cdeca99dbd970a93eb6	"[""tus_c20936c7ce975da18a5807c6c7c71d7377491b3afb182ff34e117341a2691b3a""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000085276""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MECOM		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MED12|entrez:9968	v0.5.0	tue_14139809d59f8b5ebb9679b6895341a33d2b288f05cf95f5d72d8a2df72ef351	"[""tus_248a101296f79d8590a5066402d8b87f2fd561d9adfeccaf79875730a208a34f""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000184634""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MED12		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MERTK|entrez:10461	v0.5.0	tue_89a7524710333d18a54406a78073292028dee1df72479bddbffd27ca7293d42e	"[""tus_4be80c0f0b9ddc9b28718775620c3fd6383ac2866f295fa72fad9ed30e059cb4""]"	"[{""dataset_version"": ""benchmark_v1"", ""inclusion_rule"": ""policy-required benchmark union"", ""limitations"": [], ""source_class"": ""benchmark_union"", ""source_record_id"": ""symbol:MERTK|entrez:10461""}]"	included	[]	MERTK		"[""myeloid_suppression""]"	resolved_exact	myeloid/TME anti-PD-1 combination target	discovery
symbol:MET|entrez:4233	v0.5.0	tue_565c6417805e05285a388961f19c0a6a03f76b583135c318390e59abd8e65492	"[""tus_a2b0ee6e50ed238bfa60576525e02403e870e2d0a8b230cdc8afbae7836859db""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000105976""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MET		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MITF|entrez:4286	v0.5.0	tue_7a6c4667fc685e9e8e03bccba608450fbcb68a3580571b24520d4ea6e375cd6e	"[""tus_d8e2a7fec7617baf9bcdcd21007d330315a4a2fb351e4654967f00b790654276""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000187098""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MITF		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MN1|entrez:4330	v0.5.0	tue_71a25bd609175b05bac5c675c0d18acc5ec2587c45870b4613eab3439af75024	"[""tus_6b0e8b35ef98bd23f20579797dc206aceb82c43df26eb7ce04e637f39f5bf1a7""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000169184""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MN1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MRTFA|entrez:57591	v0.5.0	tue_df94fc4e268108ca9e3f2d4a6610f66d5e386499ad8a56687b9d2c6093b5f25e	"[""tus_451f4e0361a3c7aea70bcaa19822fb55f02716b2b4a5168808a8a11a30b2d616""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000196588""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MRTFA		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MSH2|entrez:4436	v0.5.0	tue_3f433ee5396a3e07df6dfc2b872257a5dcef120913268fcc773639a130a02c3b	"[""tus_6bc15fc9e92b86831ea759586e623e35411e190ea040545b6f005f13f32db535""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000095002""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MSH2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MTAP|entrez:4507	v0.5.0	tue_b54df79f0096808b58734824c5478e32f2df66d978e990ab59afbc32d46f06bb	"[""tus_9e47b04076180f9b31eedd006c7a84f79563921aefaedac34a160aaa6fa97e79""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000099810""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MTAP		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MTOR|entrez:2475	v0.5.0	tue_5e8ff9b4c92c773ccd3fa1e017ff1e4ca641fc2195ff5c45bebd0538360abaa6	"[""tus_ed3ff460611c93b274ee626b83acf8f8827dd5897cec878a5feb896b3eabc06b""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000198793""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MTOR		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MUTYH|entrez:4595	v0.5.0	tue_c8c2a84c0c40aff4684680621d7e9ee6fb8a72d3a3f884687c8bc878a8ba47b6	"[""tus_a3e4f2e92fa5715a57cb981e50228b811dd65df408b57220619416b1e3e25081""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000132781""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MUTYH		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MX2|entrez:4600	v0.5.0	tue_1cadcc971b89a18638652c9e9e372fea6193ba6216fc4d7672285e3a67e66a92	"[""tus_bc524985c640709bd4e591a70c613f032c4d5ba3666966ce49ddd56232c5f27c""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000183486""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MX2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MYB|entrez:4602	v0.5.0	tue_6dbd6d62ba144b07706e4601798229f9f07ac1cf0df587c13703bbbbc1fe84ad	"[""tus_3d96ea0e305891b6853980f55db0744ef0af02a105924d101c69a78b70891b02""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000118513""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MYB		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MYCL|entrez:4610	v0.5.0	tue_f1ee212e4254557102d3ddf9303b50676190cbb25bbd89f5938aad54ecce3911	"[""tus_241e2bda2b46bc2fbad247b19ce8483c01cf60fb8150dfc8185aa57c007bd375""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000116990""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MYCL		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MYCN|entrez:4613	v0.5.0	tue_2e0b8b852965bf2e6bf8d483943bef420908b6c0855140ac30af74206364af3a	"[""tus_f7c9c9edd331051b00c05e763f534a0d84a1fd8d4daebe49bfd719d499ce2b52""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000134323""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MYCN		"[""other_unresolved""]"	resolved_exact		discovery
symbol:MYH9|entrez:4627	v0.5.0	tue_4365b0be5beedc352bf6f430dbad34712be25af3291ad942c56697fecccd0e91	"[""tus_f7571dcef217fb4d0c8a686960e4e000e335310b94576095fc2043f8d66382cd""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000100345""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	MYH9		"[""other_unresolved""]"	resolved_exact		discovery
symbol:NCOR1|entrez:9611	v0.5.0	tue_10569cb68dfa1e7929537938c1c8190430cdf0f52d1313da1e23ad52adda4112	"[""tus_9e2bad6d8a6673e0d23a237b006005307091c0609f7a747e9aadc360b38e3624""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000141027""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	NCOR1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:NCOR2|entrez:9612	v0.5.0	tue_7f52682dd49ca3e7524d227f9f91e8cade610b43b00cb2f3762788a700b63f35	"[""tus_7169d56a7caf2d05c5f9aeaaeafc6d08fac5254d2eb64825f8168c3b4ab90ad6""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000196498""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	NCOR2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:NF1|entrez:4763	v0.5.0	tue_7b1852a893e51e1a755f24ced66fa39a87df65262ae5cb53edc745629d7d6945	"[""tus_877b7f1e689b250094aa89e917179b073fdf06032ad42ce1074ae2e0b9f6f767""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000196712""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation.""]"	NF1		"[""tumor_intrinsic_driver""]"	resolved_exact		discovery
symbol:NF2|entrez:4771	v0.5.0	tue_e24d043caddf58d396c0d140655d9979db0e3b5a01aaaf7dcf9935a1e46fb420	"[""tus_d57f1f10ff7c4bdf1e67fbf6f2a5a1763faed099aeaae51060eebbfed403e35e""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000186575""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	NF2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:NFE2L2|entrez:4780	v0.5.0	tue_88b280bc99b26273d1283cb2383396dc178c871d8ba3c63a91f1016c1db4174d	"[""tus_a20785365363840316b4ae1164d5774f02a2b96a2994e64fb90435ecc9d178ce""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000116044""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	NFE2L2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:NFKB2|entrez:4791	v0.5.0	tue_c15998e73048ae46af3cb0b1b53961ac21b49c046150a00c239d0b9d22df5195	"[""tus_71aa436d3b5e0181d5068d806308e78adfde2863b32fe24291ff2bf997cbfcb1""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000077150""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	NFKB2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:NFKBIE|entrez:4794	v0.5.0	tue_d35ac6dce4d0e3f899e208c62efd5dbe5cfe6a21f58ebee96d2d0a9723a8ebda	"[""tus_808f8af51b8dfd752680e986e0365be606e8770fea8210c55456afa942892553""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000146232""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	NFKBIE		"[""other_unresolved""]"	resolved_exact		discovery
symbol:NGFR|entrez:4804	v0.5.0	tue_151cd7ea74cb79de4007233d616b84e4267ff5d06b2062803f61b4d2a32c8210	"[""tus_66fe783ea851b2a35c2d9ebed6675715a28c3f3748a3823d7d18d1c1f52c13b3""]"	"[{""dataset_version"": ""benchmark_v1"", ""inclusion_rule"": ""policy-required benchmark union"", ""limitations"": [], ""source_class"": ""benchmark_union"", ""source_record_id"": ""symbol:NGFR|entrez:4804""}]"	included	[]	NGFR		"[""melanoma_plasticity""]"	resolved_exact	melanoma plasticity / resistance-associated marker	discovery
symbol:NKX2-1|entrez:7080	v0.5.0	tue_0c29a75fd1616356ae666478e8d973febe06727ed1cbbf0270b5e0ad03a12cf6	"[""tus_3e6ff404d539a83b10ed68e2b98d47832741e5de294725651c03f2120745037f""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000136352""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	NKX2-1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:NOTCH1|entrez:4851	v0.5.0	tue_447f37762e5776f3a2cadccc99217ea2f70c5ec6823008590ce1048407f649d2	"[""tus_bf063195ca6dd07bda6b36a416a04fa32ab446f5046807261c11b69c3fe70a83""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000148400""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	NOTCH1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:NOTCH2|entrez:4853	v0.5.0	tue_03afa0e08ece3ffd76d348484879561d99eff2657b1b44badbd6da7f2fdde3bc	"[""tus_50097275c67066a4ab41eecd7a0db91af25c24777f61adcd3295a3360354d2f8""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000134250""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	NOTCH2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:NRAS|entrez:4893	v0.5.0	tue_04d4707cefc5ade4366c483b877cd500ca4fe1c172465edc4be64c6c781b660b	"[""tus_625f17e63d62b4a743ce7ea8d278ea99a21bb9928c42ce90bc6a03acadffbec1""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000213281""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation.""]"	NRAS		"[""tumor_intrinsic_driver""]"	resolved_exact		discovery
symbol:NT5E|entrez:4907	v0.5.0	tue_311d933fa0d667d143f6bddcae199ef21656fa52f631df685158616a64531e1e	"[""tus_ff7f613385a4244f73b6126c6cefbcf461639d5d5bf2fd5f06c5ba38f93dc533""]"	"[{""dataset_version"": ""benchmark_v1"", ""inclusion_rule"": ""policy-required benchmark union"", ""limitations"": [], ""source_class"": ""benchmark_union"", ""source_record_id"": ""symbol:NT5E|entrez:4907""}]"	included	[]	NT5E		"[""metabolic_immune_suppression""]"	resolved_exact	metabolic immune-suppression target	discovery
